OrderId,Date,Product,Quantity,UnitPrice,Region,Customer
ORD000039,2024-07-02,Tablet Stand,18,1228.58,East,CUST0188
ORD000040,2023-03-18,Laptop Pro,7,220.09,East,CUST0262
ORD000041,2024-12-10,Tablet Stand,11,607.65,West,CUST0369
ORD000042,2023-10-05,Wireless Mouse,1,650.7,South,CUST0463
ORD000043,2023-10-11,Desk Lamp,14,849.43,Central,CUST0230
ORD000044,2023-10-14,Webcam,6,765.21,West,CUST0384
ORD000045,2024-06-16,Cable Kit,17,686.81,North,CUST0476
ORD000046,2023-03-29,Desk Lamp,10,327.26,East,CUST0086
ORD000047,2024-11-09,Power Supply,6,811.44,South,CUST0045
ORD000048,2023-10-12,Speaker,8,1287.08,South,CUST0471
ORD000049,2024-06-13,RAM Kit,7,451.37,North,CUST0275
ORD000050,2023-07-26,RAM Kit,11,1070.22,North,CUST0409
ORD000051,2024-04-30,SSD,15,929.12,Central,CUST0206
ORD000052,2024-09-13,Wireless Mouse,8,647.26,Central,CUST0104
ORD000053,2024-07-20,Speaker,20,160.12,West,CUST0239
ORD000054,2023-06-09,Wireless Mouse,18,664.31,West,CUST0238
ORD000055,2023-08-21,Headphones,7,1241.94,Central,CUST0455
ORD000056,2024-03-18,Gaming Mouse,10,1163.69,West,CUST0051
ORD000057,2023-10-13,Speaker,1,233.82,South,CUST0050
ORD000058,2023-12-11,Wireless Mouse,11,899.63,Central,CUST0084
ORD000059,2024-12-03,Graphics Card,6,465.83,South,CUST0243
ORD000060,2023-07-23,Smart Watch,18,80.29,South,CUST0059
ORD000061,2023-06-24,Laptop Pro,4,1256.59,West,CUST0386
ORD000062,2023-08-30,Headphones,20,1113.12,South,CUST0005
ORD000063,2024-07-26,Charger,6,1108.68,East,CUST0259
ORD000064,2024-04-03,Keyboard,2,1041.16,East,CUST0271
ORD000065,2024-08-02,Wireless Mouse,6,552.68,West,CUST0464
ORD000066,2023-06-09,Desk Lamp,1,491.15,Central,CUST0281
ORD000067,2023-04-24,Graphics Card,4,66.31,East,CUST0033
ORD000068,2024-04-19,CPU Cooler,7,946.27,West,CUST0364
ORD000069,2023-03-30,Webcam,17,282.09,South,CUST0042
ORD000070,2024-01-11,Desk Lamp,13,1274.25,Central,CUST0363
ORD000071,2023-09-14,Webcam,9,654.33,North,CUST0484
ORD000072,2024-12-12,Charger,4,1186.45,West,CUST0468
ORD000073,2024-03-30,Monitor,4,519.17,Central,CUST0251
ORD000074,2024-11-02,Headphones,10,10.57,South,CUST0475
ORD000075,2023-05-08,Speaker,13,933.81,East,CUST0466
ORD000076,2023-08-17,CPU Cooler,3,782.79,West,CUST0225
ORD000077,2023-08-11,Webcam,18,646.93,East,CUST0296
ORD000078,2023-12-16,Keyboard,19,110.69,West,CUST0115
ORD000079,2023-08-08,Keyboard,14,1194.5,West,CUST0427
ORD000080,2024-08-14,Tablet Stand,18,250.42,East,CUST0057
ORD000081,2024-05-07,Desk Lamp,12,1263.45,West,CUST0115
ORD000082,2024-01-27,Webcam,10,553.55,West,CUST0363
ORD000083,2023-06-01,Tablet Stand,11,216.32,East,CUST0174
ORD000084,2024-11-12,Monitor,14,151.01,Central,CUST0215
ORD000085,2023-03-21,Charger,2,995.87,Central,CUST0172
ORD000086,2023-04-22,USB Hub,3,516.81,West,CUST0118
ORD000087,2023-05-23,Desk Lamp,7,1193.51,West,CUST0402
ORD000088,2023-04-12,Tablet Stand,3,169.29,Central,CUST0382
ORD000089,2024-10-11,Keyboard,6,799.96,West,CUST0266
ORD000090,2024-03-14,Graphics Card,6,40.27,West,CUST0148
ORD000091,2024-12-03,Power Supply,15,1087.39,North,CUST0401
ORD000092,2023-09-18,Power Supply,6,1077.59,West,CUST0202
ORD000093,2023-12-15,SSD,13,228.63,South,CUST0097
ORD000094,2024-04-15,USB Hub,4,890.47,East,CUST0021
ORD000095,2024-10-14,Laptop Pro,15,925.61,Central,CUST0389
ORD000096,2023-12-28,Power Supply,8,1243.72,Central,CUST0407
ORD000097,2024-06-02,Cable Kit,7,929.77,South,CUST0493
ORD000098,2024-02-12,Cable Kit,11,71.35,North,CUST0158
ORD000099,2023-05-12,Gaming Mouse,20,180.9,East,CUST0053
ORD000100,2023-04-15,USB Hub,6,760.94,North,CUST0256
ORD000101,2024-08-27,Webcam,20,265.07,North,CUST0324
ORD000102,2024-11-15,Graphics Card,18,832.21,North,CUST0430
ORD000103,2024-07-13,Headphones,13,872.94,West,CUST0344
ORD000104,2023-03-10,Headphones,5,945.47,Central,CUST0178
ORD000105,2024-10-12,USB Hub,8,774.28,East,CUST0418
ORD000106,2023-04-30,USB Hub,17,534.72,East,CUST0230
ORD000107,2024-06-28,Wireless Mouse,2,742.28,Central,CUST0468
ORD000108,2023-07-06,Gaming Mouse,9,280.95,West,CUST0359
ORD000109,2024-01-09,Graphics Card,13,960.29,West,CUST0386
ORD000110,2024-12-05,Power Supply,7,905.35,West,CUST0281
ORD000111,2023-12-03,Wireless Mouse,8,1070.04,East,CUST0181
ORD000112,2024-05-10,SSD,16,1236.98,South,CUST0101
ORD000113,2024-08-15,Tablet Stand,14,388.66,North,CUST0247
ORD000114,2024-06-16,Desk Lamp,14,1160.07,South,CUST0191
ORD000115,2024-11-15,RAM Kit,18,397.73,Central,CUST0449
ORD000116,2023-11-09,Keyboard,20,362.47,South,CUST0381
ORD000117,2023-01-03,SSD,8,1020.71,East,CUST0188
ORD000118,2024-12-29,USB Hub,16,990.79,West,CUST0425
ORD000119,2023-05-26,Tablet Stand,1,366.11,West,CUST0123
ORD000120,2023-10-13,Laptop Pro,12,737.7,North,CUST0102
ORD000121,2024-07-26,Cable Kit,5,1194.22,North,CUST0275
ORD000122,2023-11-15,Wireless Mouse,19,624.54,South,CUST0407
ORD000123,2023-03-24,Webcam,10,364.7,Central,CUST0211
ORD000124,2024-02-11,CPU Cooler,8,749.2,Central,CUST0062
ORD000125,2024-08-10,Headphones,15,1260.2,South,CUST0187
ORD000126,2023-01-09,Tablet Stand,17,620.3,South,CUST0085
ORD000127,2024-12-17,Gaming Mouse,1,1058.52,Central,CUST0496
ORD000128,2023-11-08,SSD,12,995.17,West,CUST0341
ORD000129,2023-06-01,RAM Kit,14,12.59,South,CUST0395
ORD000130,2024-04-21,Gaming Mouse,12,497.21,West,CUST0106
ORD000131,2024-03-17,Webcam,7,833.43,East,CUST0054
ORD000132,2023-07-18,Gaming Mouse,4,1179.96,South,CUST0008
ORD000133,2023-01-04,Wireless Mouse,6,410.35,Central,CUST0469
ORD000134,2024-01-08,RAM Kit,19,92.56,East,CUST0039
ORD000135,2024-03-21,Monitor,9,1254.4,West,CUST0499
ORD000136,2024-05-11,Cable Kit,3,1026.35,West,CUST0303
ORD000137,2024-06-09,Charger,4,979.56,North,CUST0133
ORD000138,2023-10-29,USB Hub,12,782.59,Central,CUST0075
ORD000139,2024-01-01,Speaker,12,572.14,Central,CUST0202
ORD000140,2023-01-24,Smart Watch,4,231.19,East,CUST0129
ORD000141,2023-02-04,Graphics Card,5,666.09,North,CUST0141
ORD000142,2023-12-24,CPU Cooler,7,596.1,North,CUST0292
ORD000143,2024-09-12,Webcam,12,216.91,West,CUST0128
ORD000144,2023-07-18,Cable Kit,3,1294.01,South,CUST0395
ORD000145,2024-01-03,Charger,3,406.76,Central,CUST0390
ORD000146,2023-06-24,USB Hub,19,756.02,East,CUST0391
ORD000147,2023-10-14,SSD,9,812.61,Central,CUST0308
ORD000148,2024-09-14,Power Supply,14,1047.42,North,CUST0369
ORD000149,2023-07-26,Keyboard,3,61.55,Central,CUST0326
ORD000150,2023-10-16,RAM Kit,19,1087.43,Central,CUST0358
ORD000151,2023-02-04,Smart Watch,4,1048.38,Central,CUST0265
ORD000152,2023-08-05,Monitor,5,112.54,South,CUST0466
ORD000153,2023-06-14,Wireless Mouse,4,1057.54,East,CUST0150
ORD000154,2024-11-02,Laptop Pro,7,356.96,East,CUST0197
ORD000155,2023-05-19,Charger,7,177.0,West,CUST0233
ORD000156,2023-08-21,Keyboard,6,797.13,South,CUST0291
ORD000157,2024-04-25,Keyboard,9,1073.03,West,CUST0354
ORD000158,2024-06-08,RAM Kit,10,437.16,South,CUST0307
ORD000159,2024-09-18,Speaker,10,508.6,South,CUST0080
ORD000160,2024-03-03,Monitor,4,1024.15,North,CUST0187
ORD000161,2024-04-20,RAM Kit,1,749.96,East,CUST0436
ORD000162,2024-04-16,RAM Kit,17,992.3,North,CUST0424
ORD000163,2024-01-24,Monitor,17,596.76,Central,CUST0316
ORD000164,2023-07-18,Webcam,5,1109.98,East,CUST0138
ORD000165,2024-10-29,Wireless Mouse,5,457.81,North,CUST0467
ORD000166,2024-02-21,Tablet Stand,2,1017.99,North,CUST0464
ORD000167,2023-03-20,Cable Kit,16,832.53,South,CUST0465
ORD000168,2023-12-30,Webcam,2,253.17,West,CUST0093
ORD000169,2024-04-25,Monitor,19,884.02,West,CUST0405
ORD000170,2024-05-31,Smart Watch,2,1154.15,Central,CUST0101
ORD000171,2024-10-09,Laptop Pro,5,182.31,Central,CUST0261
ORD000172,2024-06-03,Laptop Bag,1,962.73,West,CUST0122
ORD000173,2024-09-28,Wireless Mouse,12,375.6,West,CUST0305
ORD000174,2024-02-15,Power Supply,20,838.14,South,CUST0320
ORD000175,2023-12-15,Power Supply,17,619.94,North,CUST0080
ORD000176,2024-04-03,SSD,9,15.87,Central,CUST0467
ORD000177,2023-04-18,RAM Kit,18,283.98,West,CUST0145
ORD000178,2024-10-20,Power Supply,9,627.5,East,CUST0471
ORD000179,2023-02-13,Graphics Card,11,822.6,West,CUST0470
ORD000180,2024-06-06,Cable Kit,18,751.51,West,CUST0257
ORD000181,2024-07-31,Speaker,10,684.68,West,CUST0377
ORD000182,2024-11-06,Laptop Pro,4,1235.46,Central,CUST0156
ORD000183,2024-09-27,Gaming Mouse,14,239.46,East,CUST0411
ORD000184,2023-05-22,Charger,4,644.01,North,CUST0249
ORD000185,2023-05-12,Headphones,6,922.43,Central,CUST0395
ORD000186,2023-04-17,Cable Kit,13,332.39,South,CUST0076
ORD000187,2023-11-12,Laptop Pro,20,1009.61,Central,CUST0320
ORD000188,2024-08-27,Headphones,3,474.67,Central,CUST0415
ORD000189,2023-11-26,Graphics Card,7,1198.32,West,CUST0053
ORD000190,2024-09-28,Smart Watch,20,759.68,Central,CUST0138
ORD000191,2023-05-25,Smart Watch,9,678.63,North,CUST0062
ORD000192,2024-05-27,Graphics Card,7,830.99,Central,CUST0071
ORD000193,2024-12-24,Laptop Pro,20,656.44,North,CUST0132
ORD000194,2023-12-20,Graphics Card,20,188.7,South,CUST0325
ORD000195,2024-06-10,Tablet Stand,5,584.83,South,CUST0346
ORD000196,2023-02-06,Wireless Mouse,15,493.96,West,CUST0014
ORD000197,2023-06-26,SSD,8,1047.13,East,CUST0089
ORD000198,2024-01-19,Speaker,15,1011.52,West,CUST0326
ORD000199,2024-12-07,Monitor,14,648.19,North,CUST0218
ORD000200,2023-11-22,Keyboard,8,52.18,West,CUST0467
ORD000201,2023-10-13,Keyboard,6,803.74,West,CUST0385
ORD000202,2023-11-12,Charger,19,362.07,West,CUST0125
ORD000203,2024-12-04,Laptop Pro,9,442.58,East,CUST0294
ORD000204,2024-01-30,Gaming Mouse,14,1015.95,Central,CUST0151
ORD000205,2023-01-21,Graphics Card,4,749.08,West,CUST0057
ORD000206,2024-02-17,Laptop Bag,9,735.32,North,CUST0080
ORD000207,2024-11-01,Webcam,18,582.9,West,CUST0078
ORD000208,2024-07-03,Power Supply,16,1028.8,East,CUST0172
ORD000209,2024-10-08,Wireless Mouse,10,479.19,Central,CUST0250
ORD000210,2024-06-25,Graphics Card,4,137.11,Central,CUST0330
ORD000211,2023-01-02,Laptop Pro,17,347.62,East,CUST0274
ORD000212,2024-05-16,Laptop Pro,6,417.86,West,CUST0232
ORD000213,2024-04-04,Power Supply,5,325.63,South,CUST0051
ORD000214,2024-05-03,USB Hub,15,992.49,South,CUST0453
ORD000215,2024-10-27,Wireless Mouse,4,269.27,South,CUST0321
ORD000216,2023-05-25,Gaming Mouse,7,1220.33,North,CUST0247
ORD000217,2023-06-29,Desk Lamp,10,1222.98,Central,CUST0423
ORD000218,2023-12-05,CPU Cooler,9,69.7,Central,CUST0175
ORD000219,2023-12-04,CPU Cooler,20,27.16,North,CUST0497
ORD000220,2023-04-08,Monitor,1,695.11,West,CUST0325
ORD000221,2024-11-03,Smart Watch,11,151.86,Central,CUST0270
ORD000222,2024-03-10,RAM Kit,18,1156.54,North,CUST0003
ORD000223,2023-06-15,Laptop Pro,17,1063.05,North,CUST0409
ORD000224,2023-11-10,Graphics Card,6,383.37,Central,CUST0119
ORD000225,2023-05-16,Laptop Pro,16,29.98,West,CUST0336
ORD000226,2024-06-29,Webcam,1,957.99,East,CUST0019
ORD000227,2023-09-21,Cable Kit,20,384.59,South,CUST0061
ORD000228,2024-10-27,CPU Cooler,8,916.66,West,CUST0283
ORD000229,2024-02-03,Wireless Mouse,13,982.43,North,CUST0458
ORD000230,2024-03-13,Tablet Stand,19,135.54,North,CUST0135
ORD000231,2024-07-11,RAM Kit,14,642.08,South,CUST0206
ORD000232,2023-04-17,SSD,15,858.47,South,CUST0117
ORD000233,2023-08-25,Monitor,9,1269.6,West,CUST0446
ORD000234,2023-07-10,Keyboard,6,375.94,West,CUST0086
ORD000235,2023-08-22,SSD,3,1201.97,South,CUST0041
ORD000236,2023-02-19,Gaming Mouse,14,926.82,North,CUST0279
ORD000237,2024-11-28,RAM Kit,20,869.04,South,CUST0385
ORD000238,2024-12-06,Headphones,16,1012.2,West,CUST0094
ORD000239,2023-03-05,Monitor,13,548.08,South,CUST0185
ORD000240,2024-05-04,Desk Lamp,6,481.93,Central,CUST0090
ORD000241,2023-05-05,Wireless Mouse,4,564.97,West,CUST0329
ORD000242,2023-05-16,Charger,11,128.08,West,CUST0178
ORD000243,2024-03-15,Power Supply,3,333.29,West,CUST0308
ORD000244,2023-03-28,SSD,20,539.05,North,CUST0475
ORD000245,2024-01-04,Power Supply,11,539.3,North,CUST0024
ORD000246,2023-09-05,Power Supply,12,767.81,East,CUST0002
ORD000247,2024-08-16,Charger,7,231.54,East,CUST0470
ORD000248,2024-06-10,Desk Lamp,15,106.85,East,CUST0479
ORD000249,2023-05-31,Graphics Card,11,973.65,West,CUST0138
ORD000250,2023-03-12,Laptop Pro,18,918.88,Central,CUST0353
ORD000251,2024-08-01,Headphones,18,391.49,South,CUST0036
ORD000252,2023-12-05,Keyboard,4,785.22,West,CUST0362
ORD000253,2023-12-18,SSD,13,334.44,South,CUST0102
ORD000254,2023-08-22,Monitor,8,346.16,South,CUST0352
ORD000255,2023-11-16,Keyboard,14,178.51,East,CUST0380
ORD000256,2023-04-01,Monitor,14,755.35,North,CUST0305
ORD000257,2024-01-02,Keyboard,13,550.46,Central,CUST0441
ORD000258,2023-11-16,Monitor,8,564.15,South,CUST0188
ORD000259,2023-12-26,Gaming Mouse,17,1079.11,Central,CUST0245
ORD000260,2024-05-21,Keyboard,19,953.16,South,CUST0023
ORD000261,2024-02-13,Laptop Pro,6,546.39,Central,CUST0306
ORD000262,2023-05-29,Graphics Card,3,600.73,Central,CUST0289
ORD000263,2023-10-24,Tablet Stand,15,68.96,South,CUST0218
ORD000264,2024-02-26,Tablet Stand,12,653.44,North,CUST0342
ORD000265,2024-04-13,Keyboard,14,163.14,Central,CUST0220
ORD000266,2024-03-30,Webcam,5,267.23,North,CUST0103
ORD000267,2023-04-23,CPU Cooler,3,1271.57,North,CUST0166
ORD000268,2024-02-15,Speaker,5,55.09,East,CUST0029
ORD000269,2023-03-12,Gaming Mouse,3,1036.51,East,CUST0013
ORD000270,2023-06-17,Graphics Card,12,436.07,West,CUST0024
ORD000271,2024-06-22,Graphics Card,4,1199.87,North,CUST0258
ORD000272,2023-12-14,Monitor,11,1164.18,West,CUST0178
ORD000273,2024-11-07,Laptop Bag,3,600.51,South,CUST0069
ORD000274,2023-07-01,Speaker,7,1003.15,Central,CUST0297
ORD000275,2024-10-30,USB Hub,10,614.83,East,CUST0067
ORD000276,2023-08-28,Charger,3,873.53,West,CUST0150
ORD000277,2023-03-28,RAM Kit,7,529.34,North,CUST0436
ORD000278,2023-08-10,Cable Kit,18,781.17,South,CUST0124
ORD000279,2023-10-31,RAM Kit,7,798.09,West,CUST0325
ORD000280,2024-02-23,Speaker,2,1153.0,West,CUST0176
ORD000281,2023-03-13,Gaming Mouse,12,20.74,South,CUST0118
ORD000282,2023-05-13,Speaker,9,230.82,Central,CUST0163
ORD000283,2024-10-12,Laptop Bag,13,757.02,North,CUST0379
ORD000284,2023-10-07,RAM Kit,19,46.7,East,CUST0287
ORD000285,2024-05-24,Speaker,8,1030.53,North,CUST0304
ORD000286,2024-01-07,Graphics Card,8,82.9,South,CUST0057
ORD000287,2023-04-26,SSD,8,548.19,East,CUST0425
ORD000288,2023-08-17,Speaker,5,102.04,Central,CUST0155
ORD000289,2023-08-31,Monitor,19,979.44,South,CUST0082
ORD000290,2024-10-01,Webcam,10,1060.33,East,CUST0234
ORD000291,2024-09-26,USB Hub,17,931.53,Central,CUST0294
ORD000292,2024-04-11,Laptop Pro,11,915.25,Central,CUST0381
ORD000293,2024-09-14,Laptop Pro,12,1158.06,North,CUST0111
ORD000294,2023-01-14,Tablet Stand,16,238.71,Central,CUST0020
ORD000295,2023-05-12,Charger,12,1159.59,North,CUST0145
ORD000296,2024-08-19,Graphics Card,14,955.44,East,CUST0483
ORD000297,2023-07-09,Tablet Stand,16,704.22,South,CUST0243
ORD000298,2024-07-09,Monitor,18,469.4,South,CUST0260
ORD000299,2024-10-09,Cable Kit,9,402.28,North,CUST0320
ORD000300,2024-12-25,Webcam,19,242.94,North,CUST0162
ORD000301,2024-01-27,Smart Watch,2,441.52,East,CUST0148
ORD000302,2023-12-24,Webcam,4,183.21,West,CUST0110
ORD000303,2024-02-06,Webcam,2,1077.16,East,CUST0019
ORD000304,2024-02-14,Graphics Card,13,723.79,North,CUST0140
ORD000305,2023-04-13,Tablet Stand,6,287.54,Central,CUST0290
ORD000306,2023-04-27,Monitor,20,1008.15,North,CUST0485
ORD000307,2024-07-02,Speaker,19,576.08,North,CUST0074
ORD000308,2023-12-19,Speaker,1,1187.42,Central,CUST0062
ORD000309,2023-05-12,Charger,1,291.86,Central,CUST0422
ORD000310,2023-04-04,Gaming Mouse,3,368.53,South,CUST0024
ORD000311,2023-08-22,Desk Lamp,5,645.89,North,CUST0369
ORD000312,2024-09-01,Gaming Mouse,9,783.16,East,CUST0229
ORD000313,2023-05-11,Keyboard,12,408.33,North,CUST0046
ORD000314,2024-10-11,Keyboard,15,358.08,North,CUST0165
ORD000315,2024-04-21,Smart Watch,15,237.04,North,CUST0168
ORD000316,2023-01-08,Headphones,14,446.88,East,CUST0178
ORD000317,2023-05-08,Smart Watch,2,270.41,North,CUST0073
ORD000318,2024-01-09,Gaming Mouse,8,811.99,East,CUST0316
ORD000319,2023-03-14,SSD,15,997.38,South,CUST0040
ORD000320,2023-11-28,CPU Cooler,9,869.21,South,CUST0176
ORD000321,2024-04-02,Cable Kit,3,582.78,Central,CUST0102
ORD000322,2023-09-29,Webcam,2,195.68,North,CUST0050
ORD000323,2024-12-12,Cable Kit,16,226.95,South,CUST0165
ORD000324,2024-06-28,Keyboard,20,1204.21,South,CUST0399
ORD000325,2023-03-21,Power Supply,11,459.56,South,CUST0006
ORD000326,2024-12-13,USB Hub,4,672.02,South,CUST0145
ORD000327,2023-04-19,Gaming Mouse,20,221.56,South,CUST0149
ORD000328,2024-05-12,Laptop Bag,13,1101.27,Central,CUST0032
ORD000329,2023-01-16,SSD,11,904.33,West,CUST0171
ORD000330,2023-11-03,Charger,9,931.9,South,CUST0360
ORD000331,2023-06-18,Gaming Mouse,10,873.09,East,CUST0009
ORD000332,2023-08-18,Speaker,12,417.22,North,CUST0308
ORD000333,2024-02-24,Gaming Mouse,8,286.03,East,CUST0101
ORD000334,2023-08-13,RAM Kit,4,954.57,West,CUST0423
ORD000335,2023-06-06,Wireless Mouse,20,728.3,Central,CUST0471
ORD000336,2023-04-08,Headphones,12,525.4,Central,CUST0457
ORD000337,2023-10-03,Speaker,5,586.81,Central,CUST0127
ORD000338,2023-07-13,Speaker,7,527.65,South,CUST0190
ORD000339,2024-05-29,Speaker,1,25.75,South,CUST0224
ORD000340,2023-10-15,Monitor,13,280.32,East,CUST0417
ORD000341,2023-01-09,Laptop Pro,14,722.06,Central,CUST0057
ORD000342,2024-04-15,Cable Kit,12,560.36,East,CUST0250
ORD000343,2024-09-20,CPU Cooler,15,665.84,South,CUST0180
ORD000344,2023-01-26,Headphones,15,1097.11,North,CUST0047
ORD000345,2024-03-04,Headphones,5,932.0,West,CUST0013
ORD000346,2023-07-10,Tablet Stand,18,998.54,East,CUST0231
ORD000347,2023-02-20,Desk Lamp,3,422.73,East,CUST0316
ORD000348,2023-03-04,CPU Cooler,8,172.5,Central,CUST0102
ORD000349,2024-09-26,Power Supply,16,625.06,East,CUST0307
ORD000350,2024-11-28,Tablet Stand,14,964.94,South,CUST0211
ORD000351,2023-07-22,RAM Kit,5,877.57,East,CUST0397
ORD000352,2023-11-19,Webcam,13,1217.48,South,CUST0314
ORD000353,2024-03-27,Speaker,17,305.32,South,CUST0283
ORD000354,2023-09-02,USB Hub,1,547.26,South,CUST0245
ORD000355,2024-12-29,Gaming Mouse,8,624.59,North,CUST0155
ORD000356,2023-03-04,USB Hub,14,1223.75,East,CUST0165
ORD000357,2024-08-04,Power Supply,12,190.22,South,CUST0305
ORD000358,2024-05-17,Cable Kit,11,606.32,East,CUST0135
ORD000359,2024-04-18,Laptop Pro,6,1260.72,North,CUST0429
ORD000360,2023-11-04,Laptop Bag,13,447.7,South,CUST0368
ORD000361,2023-01-29,Headphones,6,931.13,South,CUST0040
ORD000362,2024-09-15,Charger,6,492.68,East,CUST0007
ORD000363,2023-04-13,Laptop Pro,17,242.97,North,CUST0413
ORD000364,2024-12-02,Headphones,3,1056.07,South,CUST0242
ORD000365,2023-11-26,Wireless Mouse,20,256.88,South,CUST0185
ORD000366,2023-05-08,Gaming Mouse,7,292.19,East,CUST0474
ORD000367,2024-10-04,Power Supply,11,413.7,North,CUST0220
ORD000368,2023-03-28,Headphones,13,205.05,Central,CUST0275
ORD000369,2023-10-20,USB Hub,19,439.0,West,CUST0187
ORD000370,2023-03-28,Tablet Stand,10,663.04,South,CUST0016
ORD000371,2024-12-07,Graphics Card,16,1257.59,South,CUST0468
ORD000372,2024-08-06,Monitor,14,1120.81,Central,CUST0256
ORD000373,2024-05-28,Monitor,14,953.37,West,CUST0495
ORD000374,2023-11-28,Monitor,20,659.02,South,CUST0373
ORD000375,2023-12-18,CPU Cooler,4,308.56,East,CUST0372
ORD000376,2023-09-20,RAM Kit,1,17.93,South,CUST0152
ORD000377,2023-12-31,Wireless Mouse,3,441.49,North,CUST0170
ORD000378,2023-12-02,Smart Watch,5,663.97,East,CUST0144
ORD000379,2023-10-16,Desk Lamp,7,545.1,West,CUST0349
ORD000380,2023-09-05,CPU Cooler,18,631.33,West,CUST0036
ORD000381,2024-07-24,Charger,6,610.8,North,CUST0267
ORD000382,2023-10-11,Keyboard,8,816.25,Central,CUST0166
ORD000383,2024-06-17,RAM Kit,19,356.76,South,CUST0489
ORD000384,2023-01-01,Desk Lamp,15,302.6,Central,CUST0471
ORD000385,2024-03-03,SSD,1,133.37,West,CUST0408
ORD000386,2024-07-18,Keyboard,14,1263.97,East,CUST0154
ORD000387,2024-06-08,Desk Lamp,19,469.0,Central,CUST0467
ORD000388,2024-05-22,SSD,10,957.81,Central,CUST0297
ORD000389,2024-01-19,Tablet Stand,1,545.73,West,CUST0466
ORD000390,2024-05-24,Charger,5,1298.14,East,CUST0102
ORD000391,2024-12-21,Laptop Bag,4,320.21,East,CUST0277
ORD000392,2024-09-30,Cable Kit,5,1194.35,Central,CUST0145
ORD000393,2024-04-06,Headphones,13,283.25,Central,CUST0137
ORD000394,2023-08-12,Keyboard,19,227.37,South,CUST0356
ORD000395,2023-06-24,USB Hub,11,177.56,North,CUST0078
ORD000396,2023-05-15,Charger,7,1217.42,East,CUST0236
ORD000397,2023-02-12,Power Supply,13,1171.68,East,CUST0241
ORD000398,2023-05-28,Desk Lamp,1,861.3,South,CUST0423
ORD000399,2024-08-05,Gaming Mouse,15,15.25,West,CUST0317
ORD000400,2023-05-07,Headphones,8,583.76,South,CUST0377
ORD000401,2024-11-09,Laptop Pro,2,461.6,South,CUST0208
ORD000402,2024-09-04,Headphones,6,596.44,West,CUST0217
ORD000403,2023-05-07,Monitor,2,1254.12,Central,CUST0498
ORD000404,2024-11-13,CPU Cooler,8,278.58,West,CUST0217
ORD000405,2024-02-15,Cable Kit,15,1160.98,North,CUST0196
ORD000406,2024-12-13,Wireless Mouse,20,906.69,North,CUST0253
ORD000407,2024-10-10,CPU Cooler,10,625.09,South,CUST0198
ORD000408,2023-02-16,Graphics Card,4,750.44,North,CUST0435
ORD000409,2024-08-26,Wireless Mouse,7,412.69,Central,CUST0431
ORD000410,2023-12-07,USB Hub,2,624.64,East,CUST0479
